1,1,1,1,2,57,19,6,46,36,0.695121951,0.231707317,0.073170732,0.56097561
2,1,1,2,3,59,10,13,24,58,0.719512195,0.12195122,0.158536585,0.292682927
3,1,1,3,3,37,28,17,20,62,0.451219512,0.341463415,0.207317073,0.243902439
4,1,1,4,3,41,11,30,29,53,0.5,0.134146341,0.365853659,0.353658537
5,1,1,5,3,42,6,34,25,57,0.512195122,0.073170732,0.414634146,0.304878049
6,1,1,6,3,69,8,4,28,53,0.851851852,0.098765432,0.049382716,0.345679012
7,1,1,7,3,55,12,15,22,60,0.670731707,0.146341463,0.182926829,0.268292683
8,1,1,8,3,33,37,12,37,45,0.402439024,0.451219512,0.146341463,0.451219512
9,1,1,9,1,65,9,8,46,36,0.792682927,0.109756098,0.097560976,0.56097561
10,1,1,10,3,59,13,10,26,56,0.719512195,0.158536585,0.12195122,0.317073171
11,1,1,11,2,44,17,21,44,38,0.536585366,0.207317073,0.256097561,0.536585366
12,1,1,12,1,73,4,5,49,33,0.890243902,0.048780488,0.06097561,0.597560976
13,1,1,13,3,59,15,8,18,64,0.719512195,0.182926829,0.097560976,0.219512195
14,1,1,14,1,67,4,11,39,43,0.817073171,0.048780488,0.134146341,0.475609756
15,1,1,15,3,58,13,11,38,44,0.707317073,0.158536585,0.134146341,0.463414634
16,1,1,16,1,74,4,4,46,36,0.902439024,0.048780488,0.048780488,0.56097561
17,1,2,1,3,9,48,25,42,40,0.109756098,0.585365854,0.304878049,0.512195122
18,1,2,2,3,6,52,24,39,43,0.073170732,0.634146341,0.292682927,0.475609756
19,1,2,3,1,54,21,7,37,45,0.658536585,0.256097561,0.085365854,0.451219512
20,1,2,4,3,12,45,25,28,54,0.146341463,0.548780488,0.304878049,0.341463415
21,1,2,5,3,9,37,36,25,57,0.109756098,0.451219512,0.43902439,0.304878049
22,1,2,6,2,10,47,25,44,38,0.12195122,0.573170732,0.304878049,0.536585366
23,1,2,7,3,76,4,2,50,32,0.926829268,0.048780488,0.024390244,0.609756098
24,1,2,8,3,11,46,25,15,67,0.134146341,0.56097561,0.304878049,0.182926829
25,1,2,9,3,7,49,26,34,48,0.085365854,0.597560976,0.317073171,0.414634146
26,1,2,10,1,16,35,31,43,39,0.195121951,0.426829268,0.37804878,0.524390244
27,1,2,11,2,70,9,3,37,45,0.853658537,0.109756098,0.036585366,0.451219512
28,1,2,12,1,75,3,4,35,47,0.914634146,0.036585366,0.048780488,0.426829268
29,1,2,13,3,17,45,20,26,56,0.207317073,0.548780488,0.243902439,0.317073171
30,1,2,14,3,54,12,16,20,62,0.658536585,0.146341463,0.195121951,0.243902439
31,1,2,15,1,64,9,9,44,38,0.780487805,0.109756098,0.109756098,0.536585366
32,1,2,16,3,38,15,29,24,58,0.463414634,0.182926829,0.353658537,0.292682927
33,1,3,1,2,67,11,4,49,33,0.817073171,0.134146341,0.048780488,0.597560976
34,1,3,2,1,75,6,1,42,40,0.914634146,0.073170732,0.012195122,0.512195122
35,1,3,3,1,69,9,4,61,21,0.841463415,0.109756098,0.048780488,0.743902439
36,1,3,4,3,66,11,5,42,40,0.804878049,0.134146341,0.06097561,0.512195122
37,1,3,5,3,70,5,7,45,37,0.853658537,0.06097561,0.085365854,0.548780488
38,1,3,6,3,68,9,5,38,44,0.829268293,0.109756098,0.06097561,0.463414634
39,1,3,7,2,64,12,6,40,42,0.780487805,0.146341463,0.073170732,0.487804878
40,1,3,8,3,79,3,0,51,31,0.963414634,0.036585366,0,0.62195122
41,1,3,9,3,74,7,1,51,31,0.902439024,0.085365854,0.012195122,0.62195122
42,1,3,10,3,66,11,5,33,49,0.804878049,0.134146341,0.06097561,0.402439024
43,1,3,11,3,67,8,7,35,47,0.817073171,0.097560976,0.085365854,0.426829268
44,1,3,12,1,72,8,2,41,41,0.87804878,0.097560976,0.024390244,0.5
45,1,3,13,1,73,3,6,51,31,0.890243902,0.036585366,0.073170732,0.62195122
46,1,3,14,3,70,7,5,32,50,0.853658537,0.085365854,0.06097561,0.390243902
47,1,3,15,3,73,7,2,39,43,0.890243902,0.085365854,0.024390244,0.475609756
48,1,3,16,3,62,15,5,26,56,0.756097561,0.182926829,0.06097561,0.317073171
49,1,4,1,3,48,30,4,33,49,0.585365854,0.365853659,0.048780488,0.402439024
50,1,4,2,1,44,18,20,42,40,0.536585366,0.219512195,0.243902439,0.512195122
51,1,4,3,2,58,18,6,52,30,0.707317073,0.219512195,0.073170732,0.634146341
52,1,4,4,3,57,15,10,36,46,0.695121951,0.182926829,0.12195122,0.43902439
53,1,4,5,3,50,27,5,37,45,0.609756098,0.329268293,0.06097561,0.451219512
54,1,4,6,3,40,33,9,24,58,0.487804878,0.402439024,0.109756098,0.292682927
55,1,4,7,1,36,5,41,45,37,0.43902439,0.06097561,0.5,0.548780488
56,1,4,8,3,39,30,13,37,45,0.475609756,0.365853659,0.158536585,0.451219512
57,1,4,9,2,34,35,13,29,53,0.414634146,0.426829268,0.158536585,0.353658537
58,1,4,10,1,52,24,6,32,50,0.634146341,0.292682927,0.073170732,0.390243902
59,1,4,11,3,34,35,13,31,51,0.414634146,0.426829268,0.158536585,0.37804878
60,1,4,12,1,39,34,9,56,26,0.475609756,0.414634146,0.109756098,0.682926829
61,1,4,13,3,31,35,16,23,59,0.37804878,0.426829268,0.195121951,0.280487805
62,1,4,14,3,32,40,10,25,57,0.390243902,0.487804878,0.12195122,0.304878049
63,1,4,15,3,53,19,10,30,52,0.646341463,0.231707317,0.12195122,0.365853659
64,1,4,16,3,14,49,19,23,59,0.170731707,0.597560976,0.231707317,0.280487805
65,1,5,1,3,66,5,11,35,47,0.804878049,0.06097561,0.134146341,0.426829268
66,1,5,2,3,68,10,4,58,24,0.829268293,0.12195122,0.048780488,0.707317073
67,1,5,3,2,61,8,13,45,37,0.743902439,0.097560976,0.158536585,0.548780488
68,1,5,4,3,71,8,3,59,23,0.865853659,0.097560976,0.036585366,0.719512195
69,1,5,5,3,54,20,8,31,51,0.658536585,0.243902439,0.097560976,0.37804878
70,1,5,6,1,73,4,5,60,22,0.890243902,0.048780488,0.06097561,0.731707317
71,1,5,7,1,69,7,6,56,26,0.841463415,0.085365854,0.073170732,0.682926829
72,1,5,8,3,72,5,5,60,22,0.87804878,0.06097561,0.06097561,0.731707317
73,1,5,9,2,40,5,37,33,49,0.487804878,0.06097561,0.451219512,0.402439024
74,1,5,10,3,67,6,9,43,39,0.817073171,0.073170732,0.109756098,0.524390244
75,1,5,11,3,70,3,9,52,30,0.853658537,0.036585366,0.109756098,0.634146341
76,1,5,12,1,69,9,4,50,32,0.841463415,0.109756098,0.048780488,0.609756098
77,1,5,13,3,57,10,15,32,50,0.695121951,0.12195122,0.182926829,0.390243902
78,1,5,14,3,73,7,2,43,39,0.890243902,0.085365854,0.024390244,0.524390244
79,1,5,15,3,73,7,2,51,31,0.890243902,0.085365854,0.024390244,0.62195122
80,1,5,16,1,67,8,7,39,43,0.817073171,0.097560976,0.085365854,0.475609756
81,1,6,1,1,45,20,17,46,36,0.548780488,0.243902439,0.207317073,0.56097561
82,1,6,2,1,55,12,15,55,27,0.670731707,0.146341463,0.182926829,0.670731707
83,1,6,3,3,30,32,20,43,39,0.365853659,0.390243902,0.243902439,0.524390244
84,1,6,4,3,48,16,18,41,41,0.585365854,0.195121951,0.219512195,0.5
85,1,6,5,2,63,5,14,68,14,0.768292683,0.06097561,0.170731707,0.829268293
86,1,6,6,2,63,10,9,72,10,0.768292683,0.12195122,0.109756098,0.87804878
87,1,6,7,3,48,25,9,28,54,0.585365854,0.304878049,0.109756098,0.341463415
88,1,6,8,1,61,8,13,64,18,0.743902439,0.097560976,0.158536585,0.780487805
89,1,6,9,3,50,21,11,40,42,0.609756098,0.256097561,0.134146341,0.487804878
90,1,6,10,3,41,25,16,23,59,0.5,0.304878049,0.195121951,0.280487805
91,1,6,11,3,45,20,17,38,44,0.548780488,0.243902439,0.207317073,0.463414634
92,1,6,12,3,48,19,15,41,41,0.585365854,0.231707317,0.182926829,0.5
93,1,6,13,3,32,32,18,35,47,0.390243902,0.390243902,0.219512195,0.426829268
94,1,6,14,3,44,17,20,29,52,0.543209877,0.209876543,0.24691358,0.358024691
95,1,6,15,3,43,16,23,17,65,0.524390244,0.195121951,0.280487805,0.207317073
96,1,6,16,1,50,16,16,55,27,0.609756098,0.195121951,0.195121951,0.670731707
97,1,7,1,3,47,8,27,23,59,0.573170732,0.097560976,0.329268293,0.280487805
98,1,7,2,3,49,20,13,29,53,0.597560976,0.243902439,0.158536585,0.353658537
99,1,7,3,2,62,7,13,51,31,0.756097561,0.085365854,0.158536585,0.62195122
100,1,7,4,3,51,8,23,32,50,0.62195122,0.097560976,0.280487805,0.390243902
101,1,7,5,1,51,16,15,32,50,0.62195122,0.195121951,0.182926829,0.390243902
102,1,7,6,1,55,10,17,54,28,0.670731707,0.12195122,0.207317073,0.658536585
103,1,7,7,1,53,11,18,48,34,0.646341463,0.134146341,0.219512195,0.585365854
104,1,7,8,3,33,13,36,18,64,0.402439024,0.158536585,0.43902439,0.219512195
105,1,7,9,2,51,10,21,50,32,0.62195122,0.12195122,0.256097561,0.609756098
106,1,7,10,1,55,13,14,70,12,0.670731707,0.158536585,0.170731707,0.853658537
107,1,7,11,3,38,22,22,26,56,0.463414634,0.268292683,0.268292683,0.317073171
108,1,7,12,3,45,18,19,23,59,0.548780488,0.219512195,0.231707317,0.280487805
109,1,7,13,3,40,9,33,21,61,0.487804878,0.109756098,0.402439024,0.256097561
110,1,7,14,3,24,19,39,23,59,0.292682927,0.231707317,0.475609756,0.280487805
111,1,7,15,3,39,14,29,16,66,0.475609756,0.170731707,0.353658537,0.195121951
112,1,7,16,3,31,16,35,18,64,0.37804878,0.195121951,0.426829268,0.219512195
113,1,8,1,3,37,30,15,28,54,0.451219512,0.365853659,0.182926829,0.341463415
114,1,8,2,3,68,9,5,38,44,0.829268293,0.109756098,0.06097561,0.463414634
115,1,8,3,3,43,7,32,22,60,0.524390244,0.085365854,0.390243902,0.268292683
116,1,8,4,1,64,10,8,62,20,0.780487805,0.12195122,0.097560976,0.756097561
117,1,8,5,3,52,18,12,26,56,0.634146341,0.219512195,0.146341463,0.317073171
118,1,8,6,2,61,4,17,37,45,0.743902439,0.048780488,0.207317073,0.451219512
119,1,8,7,2,72,4,6,35,47,0.87804878,0.048780488,0.073170732,0.426829268
120,1,8,8,3,72,6,4,34,48,0.87804878,0.073170732,0.048780488,0.414634146
121,1,8,9,1,51,23,8,56,26,0.62195122,0.280487805,0.097560976,0.682926829
122,1,8,10,3,72,6,4,28,54,0.87804878,0.073170732,0.048780488,0.341463415
123,1,8,11,3,65,8,9,26,56,0.792682927,0.097560976,0.109756098,0.317073171
124,1,8,12,3,69,6,7,33,49,0.841463415,0.073170732,0.085365854,0.402439024
125,1,8,13,1,67,12,3,61,21,0.817073171,0.146341463,0.036585366,0.743902439
126,1,8,14,1,60,9,13,45,37,0.731707317,0.109756098,0.158536585,0.548780488
127,1,8,15,3,68,8,6,33,49,0.829268293,0.097560976,0.073170732,0.402439024
128,1,8,16,3,56,23,3,24,58,0.682926829,0.280487805,0.036585366,0.292682927
129,1,9,1,2,76,1,5,53,29,0.926829268,0.012195122,0.06097561,0.646341463
130,1,9,2,1,77,2,3,51,31,0.93902439,0.024390244,0.036585366,0.62195122
131,1,9,3,2,72,4,6,51,31,0.87804878,0.048780488,0.073170732,0.62195122
